code,fy,eps,bps,roe,debt,op_margin,net_margin,op_profit,revenue,dps
222800,202312,-3606.0,14717.0,-21.29,149.99,-8.46,-11.05,-881.0,10419.0,160.0
222800,202412,-953.0,14044.0,-6.63,221.82,-3.81,-2.52,-470.0,12314.0,100.0
222800,202512,-4955.0,15419.0,-32.1,181.13,0.84,-11.67,119.0,14106.0,100.0
087010,202312,-772.0,1758.0,-35.69,45.31,-475.3,-476.43,-159.0,33.0,
087010,202412,-1052.0,6533.0,-23.46,11.33,-524.33,-699.0,-165.0,32.0,
087010,202512,-593.0,6110.0,-9.41,26.03,-377.25,-245.33,-213.0,56.0,
298380,202312,-55.0,1547.0,-3.69,116.18,-3.99,-4.04,-26.0,655.0,
298380,202412,-1094.0,3094.0,-46.01,38.67,-177.76,-166.24,-594.0,334.0,
298380,202512,-693.0,2807.0,-23.48,79.29,-50.9,-47.73,-404.0,793.0,
403870,202312,989.0,3350.0,34.05,15.74,53.16,44.91,952.0,1791.0,150.0
403870,202412,1040.0,3458.0,31.09,15.11,51.79,47.56,939.0,1814.0,600.0
403870,202512,870.0,3811.0,24.79,19.95,51.98,42.01,899.0,1730.0,500.0
000250,202312,-449.0,9689.0,-5.27,36.71,4.96,-2.17,96.0,1927.0,
000250,202412,-465.0,11442.0,-4.49,48.76,1.25,-2.41,26.0,2109.0,200.0
000250,202512,224.0,11868.0,1.94,54.36,3.65,5.19,85.0,2318.0,50.0
141080,202312,-2634.0,5241.0,-40.08,27.85,-236.7,-215.85,-808.0,341.0,
141080,202412,225.0,16978.0,2.04,19.87,-16.61,6.2,-209.0,1259.0,
141080,202512,-2029.0,13930.0,-13.22,29.7,-75.23,-64.68,-1065.0,1416.0,
319660,202312,1813.0,13552.0,14.08,25.94,15.38,14.93,541.0,3519.0,200.0
319660,202412,2732.0,16285.0,18.31,20.7,21.08,19.88,839.0,3981.0,400.0
319660,202512,2712.0,18606.0,15.54,19.84,19.36,17.18,885.0,4572.0,680.0
095340,202312,720.0,23130.0,3.56,14.44,7.66,9.69,107.0,1402.0,200.0
095340,202412,2579.0,25547.0,10.97,11.42,25.67,31.46,448.0,1745.0,810.0
095340,202512,2648.0,26223.0,10.6,15.85,27.27,25.59,601.0,2202.0,850.0
108490,202312,-107.0,7466.0,-1.51,19.99,-18.19,-4.46,-53.0,291.0,
108490,202412,-240.0,7362.0,-3.31,4.42,-9.9,-10.12,-30.0,300.0,
108490,202512,377.0,21707.0,2.49,1.79,8.59,13.62,33.0,389.0,
257720,202312,631.0,2235.0,32.86,59.52,13.94,11.09,478.0,3429.0,
257720,202412,1990.0,4297.0,60.9,74.99,19.89,17.46,1376.0,6915.0,
257720,202512,2609.0,6976.0,46.89,55.09,18.4,15.1,2054.0,11163.0,306.0
145020,202312,7517.0,68472.0,12.09,19.18,36.84,30.55,1178.0,3197.0,
145020,202412,10985.0,74668.0,17.51,11.73,44.56,38.37,1662.0,3730.0,
145020,202512,11348.0,87960.0,16.06,9.86,47.25,34.57,2009.0,4251.0,
310210,202112,-1140.0,504.0,-86.23,480.51,-73.19,-105.35,-108.0,148.0,
310210,202212,-1363.0,2293.0,-96.66,86.67,-182.88,-203.73,-179.0,98.0,
310210,202512,-2323.0,5705.0,-50.18,64.97,-723.94,-568.49,-544.0,75.0,
440110,202312,-1272.0,3798.0,-50.2,30.76,-260.65,-252.92,-586.0,225.0,
440110,202412,-1842.0,1950.0,-64.47,37.24,-218.49,-210.35,-950.0,435.0,
440110,202512,-1530.0,391.0,-131.08,518.5,-70.84,-82.47,-655.0,924.0,
084370,202312,1066.0,15517.0,7.31,18.59,8.8,9.18,243.0,2765.0,200.0
084370,202412,2761.0,18261.0,16.85,23.81,18.1,19.36,612.0,3381.0,230.0
084370,202512,1853.0,20368.0,9.81,18.16,14.75,12.7,517.0,3503.0,230.0
214370,202312,743.0,4626.0,18.02,8.79,50.98,50.41,404.0,792.0,640.0
214370,202412,602.0,4563.0,14.35,7.95,41.47,39.13,343.0,826.0,640.0
214370,202512,374.0,4348.0,9.23,8.85,28.02,27.61,204.0,728.0,437.0
095610,202312,79.0,17040.0,0.52,7.67,-3.99,1.07,-59.0,1469.0,500.0
095610,202412,2158.0,18843.0,13.55,15.32,16.03,17.77,385.0,2401.0,600.0
095610,202512,2885.0,22090.0,15.76,24.43,16.47,16.21,578.0,3511.0,850.0
357780,202312,16759.0,115118.0,15.61,8.34,15.82,15.52,1335.0,8440.0,2000.0
357780,202412,15226.0,130226.0,12.47,12.62,19.45,13.85,1679.0,8634.0,2300.0
357780,202512,10164.0,137853.0,7.66,30.15,14.47,9.1,1336.0,9234.0,2350.0
064760,202312,5246.0,39252.0,14.0,8.13,29.43,27.02,667.0,2267.0,1200.0
064760,202412,6167.0,44219.0,14.77,9.16,29.29,26.11,807.0,2757.0,1410.0
064760,202512,5996.0,46452.0,13.5,9.3,27.84,23.2,839.0,3013.0,1430.0
319400,202312,36.0,1367.0,2.67,54.87,1.55,1.57,41.0,2678.0,30.0
319400,202412,229.0,1510.0,16.17,73.61,7.2,7.89,246.0,3414.0,50.0
319400,202512,99.0,1455.0,6.79,76.81,4.62,2.87,182.0,3939.0,50.0
080220,202312,486.0,4717.0,11.21,25.29,12.23,11.6,178.0,1459.0,
080220,202412,567.0,5469.0,11.44,22.36,5.9,11.95,96.0,1623.0,
080220,202512,1147.0,6742.0,19.21,47.94,11.87,13.07,359.0,3022.0,
131290,202312,11.0,27453.0,0.04,27.4,-0.95,-0.84,-24.0,2491.0,
131290,202412,3840.0,31781.0,13.36,29.95,11.46,12.94,399.0,3481.0,400.0
131290,202512,3456.0,35375.0,10.42,30.88,11.46,9.34,492.0,4289.0,450.0
031980,202312,1980.0,15829.0,13.7,17.62,28.48,45.08,270.0,947.0,600.0
031980,202412,4444.0,20010.0,24.8,19.03,41.06,44.46,885.0,2155.0,700.0
031980,202512,4252.0,23484.0,19.55,15.5,35.33,44.13,734.0,2078.0,1080.0
347850,202312,110.0,1254.0,14.03,43.44,-72.21,18.35,-135.0,187.0,
347850,202412,-706.0,1659.0,-49.03,40.15,-218.74,-257.79,-250.0,114.0,
347850,202512,-547.0,1826.0,-31.49,23.5,-790.97,-557.98,-340.0,43.0,
178320,202312,-600.0,13425.0,-4.35,205.19,6.29,-2.92,490.0,7787.0,
178320,202412,1686.0,15467.0,12.32,140.21,8.96,6.91,1087.0,12138.0,
178320,202512,-1800.0,13127.0,-12.63,212.62,0.11,-9.61,11.0,10663.0,
067310,202312,-239.0,5457.0,-4.72,216.89,5.98,0.1,579.0,9680.0,42.0
067310,202412,-382.0,5607.0,-6.99,220.99,8.54,-0.89,1068.0,12507.0,70.0
067310,202512,575.0,6007.0,9.89,209.16,8.32,4.27,1277.0,15344.0,70.0
237690,202312,1041.0,20445.0,5.42,74.57,11.76,6.15,335.0,2850.0,500.0
237690,202412,1780.0,24966.0,7.82,43.52,10.12,11.86,277.0,2738.0,500.0
237690,202512,2706.0,28666.0,10.03,31.97,16.56,16.45,549.0,3317.0,500.0
226950,202312,-1139.0,2951.0,-33.0,104.28,-106.57,-111.94,-182.0,171.0,
226950,202412,-2369.0,967.0,-120.11,285.7,-544.62,-716.18,-309.0,57.0,
226950,202512,-774.0,6738.0,-18.83,30.18,-204.36,-107.34,-300.0,147.0,
010170,202312,-352.0,908.0,-32.45,208.86,-12.88,-16.34,-232.0,1803.0,
010170,202412,-669.0,488.0,-95.92,413.54,-19.45,-36.69,-297.0,1527.0,
010170,202512,-242.0,491.0,-52.05,228.6,-15.35,-20.06,-214.0,1394.0,
214150,202312,1146.0,4430.0,28.93,32.43,49.76,41.21,896.0,1801.0,200.0
214150,202412,1517.0,6931.0,26.54,34.41,50.4,40.15,1224.0,2429.0,257.0
214150,202512,2014.0,8487.0,26.21,27.73,50.65,39.18,1706.0,3368.0,1000.0
032820,202312,33.0,672.0,5.06,83.89,10.57,7.97,67.0,632.0,
032820,202412,-23.0,691.0,-3.33,136.84,0.78,-6.18,6.0,713.0,
032820,202512,5.0,755.0,0.67,172.08,-6.3,-4.71,-55.0,871.0,
005290,202312,2476.0,15658.0,16.95,92.3,13.45,9.43,1762.0,13099.0,120.0
005290,202412,3010.0,19400.0,17.17,97.66,15.76,12.89,1754.0,11128.0,200.0
005290,202512,1927.0,21091.0,9.52,82.11,14.44,7.88,1724.0,11941.0,650.0
140410,202312,-451.0,2075.0,-29.03,49.97,-45.67,-40.13,-145.0,317.0,
140410,202412,-653.0,1537.0,-36.23,60.65,-166.05,-226.17,-143.0,86.0,
140410,202512,-1160.0,566.0,-110.43,470.09,-212.0,-441.61,-168.0,79.0,
058610,202312,496.0,9871.0,5.09,58.51,4.06,2.79,160.0,3938.0,200.0
058610,202412,591.0,11459.0,5.54,56.42,3.17,3.38,123.0,3885.0,150.0
058610,202512,412.0,11633.0,3.57,66.09,5.25,2.67,179.0,3417.0,250.0
263750,202312,237.0,11804.0,2.14,67.3,-4.9,4.56,-164.0,3335.0,
263750,202412,939.0,13122.0,7.88,41.79,-3.59,17.62,-123.0,3424.0,
263750,202512,-131.0,13011.0,-1.05,43.8,-4.05,-2.3,-148.0,3656.0,
083650,202312,267.0,2377.0,12.23,477.25,4.11,2.03,151.0,3674.0,
083650,202412,633.0,3761.0,20.64,350.66,5.42,4.84,219.0,4047.0,
083650,202512,2107.0,5739.0,44.36,367.65,9.75,8.42,755.0,7741.0,
098460,202312,319.0,4654.0,7.18,20.27,9.03,9.72,204.0,2256.0,140.0
098460,202412,306.0,4898.0,6.68,16.95,1.64,10.37,33.0,2025.0,140.0
098460,202512,215.0,5079.0,4.48,22.43,7.45,6.34,173.0,2326.0,140.0
140860,202312,3530.0,20734.0,18.68,40.55,19.03,16.96,276.0,1448.0,400.0
140860,202412,6134.0,27069.0,25.83,45.98,22.01,24.45,385.0,1751.0,500.0
140860,202512,4931.0,32386.0,16.69,55.44,20.52,16.77,422.0,2056.0,500.0
068760,202312,478.0,8492.0,5.8,70.35,9.28,5.47,361.0,3888.0,
068760,202412,493.0,8953.0,5.68,68.66,7.79,4.6,372.0,4778.0,
068760,202512,870.0,9842.0,9.3,74.2,10.46,7.22,561.0,5364.0,196.0
096530,202312,13.0,22320.0,0.06,21.45,-8.18,0.2,-301.0,3674.0,800.0
096530,202412,-168.0,21460.0,-0.87,22.54,-3.98,-2.1,-165.0,4143.0,800.0
096530,202512,924.0,22020.0,4.81,21.66,7.29,10.22,346.0,4742.0,1000.0
089030,202312,-249.0,6069.0,-4.15,125.38,2.37,-8.31,32.0,1336.0,130.0
089030,202412,-559.0,5337.0,-10.24,168.83,12.62,-11.84,234.0,1855.0,130.0
089030,202512,252.0,6018.0,4.63,198.75,9.95,5.65,158.0,1591.0,130.0
060370,202312,390.0,4307.0,9.89,19.65,18.49,16.41,131.0,708.0,139.0
060370,202412,405.0,5749.0,7.98,22.15,9.51,10.13,124.0,1303.0,139.0
060370,202512,197.0,12341.0,2.0,17.67,2.87,3.42,70.0,2442.0,160.0
041510,202312,3664.0,30825.0,12.3,69.45,11.81,8.6,1135.0,9611.0,1200.0
041510,202412,778.0,29037.0,2.64,71.17,8.82,0.08,873.0,9897.0,400.0
041510,202512,15126.0,43793.0,41.65,47.76,15.58,30.59,1830.0,11749.0,1620.0
241710,202312,2090.0,15874.0,14.12,78.65,10.44,7.2,492.0,4707.0,
241710,202412,4008.0,20450.0,22.07,68.36,11.51,10.24,604.0,5243.0,100.0
241710,202512,4255.0,23663.0,19.29,87.91,13.03,9.02,835.0,6409.0,370.0
007390,202312,-184.0,957.0,-19.7,11.36,-53.09,-60.36,-103.0,194.0,
007390,202412,19.0,1004.0,1.95,11.41,1.85,3.79,6.0,323.0,
007390,202512,-44.0,978.0,-4.45,18.57,-17.59,-13.69,-36.0,207.0,
950160,202312,-241.0,1581.0,-16.69,17.35,-553.26,-464.76,-205.0,37.0,
950160,202412,-440.0,1834.0,-25.91,52.35,-433.58,-666.19,-220.0,51.0,
950160,202512,-2344.0,770.0,-183.43,561.65,-432.73,-3733.25,-223.0,52.0,
131970,202312,2839.0,20981.0,13.76,89.06,17.95,14.49,608.0,3387.0,160.0
131970,202412,1903.0,22749.0,8.74,79.98,10.16,9.86,379.0,3731.0,160.0
131970,202512,78.0,22719.0,0.34,61.02,-0.31,0.5,-9.0,3039.0,160.0
089970,202312,-273.0,5218.0,-5.81,23.53,-42.15,-26.82,-110.0,260.0,
089970,202412,-135.0,5270.0,-2.8,33.31,-12.24,-4.91,-86.0,703.0,
089970,202512,1018.0,6824.0,17.34,40.37,17.09,18.09,247.0,1444.0,
323280,202312,-54.0,1205.0,-4.48,84.45,-2.06,-4.25,-7.0,333.0,
323280,202412,223.0,1525.0,16.61,94.26,10.2,10.08,60.0,592.0,
323280,202512,-85.0,4199.0,-3.0,34.71,-6.62,-6.7,-25.0,379.0,
030530,202312,-339.0,13664.0,-2.48,38.34,6.11,-2.44,458.0,7495.0,
030530,202412,-965.0,12677.0,-7.41,51.39,4.74,-9.46,306.0,6455.0,
030530,202512,355.0,13088.0,2.78,51.37,-0.07,8.09,-4.0,6230.0,
078600,202312,45.0,10513.0,0.51,163.52,3.36,0.34,62.0,1850.0,
078600,202412,2382.0,15152.0,19.3,170.57,13.38,16.59,294.0,2193.0,100.0
078600,202512,1335.0,16760.0,8.6,155.9,8.13,8.21,207.0,2546.0,100.0
475830,202312,4751.0,-3692.0,-74.29,-387.97,70.6,50.38,956.0,1354.0,
475830,202412,-330.0,6607.0,-17.5,26.34,-39.87,-27.46,-83.0,209.0,
475830,202512,-2016.0,6165.0,-33.22,29.37,-219651.47,-178105.42,-518.0,0.0,
290650,202312,2132.0,6478.0,39.5,67.18,12.33,73.61,81.0,659.0,100.0
290650,202412,6242.0,12383.0,66.19,62.1,5.37,196.44,39.0,720.0,50.0
290650,202512,-5781.0,8128.0,-57.68,118.98,5.17,-161.74,44.0,855.0,50.0
035900,202312,2971.0,11897.0,30.37,43.59,29.91,18.54,1694.0,5665.0,574.0
035900,202412,2751.0,14445.0,22.41,40.57,21.31,16.24,1283.0,6018.0,534.0
035900,202512,4519.0,18730.0,29.21,36.19,18.89,19.54,1552.0,8219.0,877.0
420770,202312,2745.0,16773.0,20.87,6.23,38.3,35.73,350.0,914.0,800.0
420770,202412,269.0,16227.0,1.63,11.65,-6.84,13.06,-18.0,261.0,800.0
420770,202512,1219.0,16646.0,7.42,13.4,23.08,29.47,121.0,524.0,800.0
039200,202312,-637.0,2591.0,-21.93,39.97,-659.58,-575.44,-327.0,50.0,
039200,202412,23.0,3340.0,0.77,29.03,-8.04,-4.67,-27.0,340.0,
039200,202512,1368.0,4739.0,33.87,23.02,52.16,54.48,521.0,998.0,
183300,202312,625.0,4103.0,13.48,106.23,10.75,14.81,330.0,3073.0,81.0
183300,202412,1088.0,5297.0,23.36,113.02,22.18,17.32,1125.0,5071.0,204.0
183300,202512,971.0,5361.0,18.52,178.59,18.37,12.78,1110.0,6041.0,285.0
082920,202312,826.0,5226.0,17.27,10.59,21.39,20.46,377.0,1762.0,126.0
082920,202412,1136.0,6298.0,19.92,12.31,24.63,24.32,519.0,2108.0,232.0
082920,202512,1256.0,7355.0,18.56,12.21,28.5,23.42,693.0,2431.0,260.0
127120,202312,-323.0,1406.0,-20.66,47.49,-19.78,-25.5,-43.0,219.0,
127120,202412,-537.0,1113.0,-42.11,117.29,-57.28,-67.9,-91.0,159.0,
127120,202512,-601.0,2147.0,-35.13,79.37,-64.64,-85.14,-125.0,193.0,
218410,202312,652.0,11103.0,6.24,55.17,0.27,15.87,3.0,1114.0,100.0
218410,202412,969.0,12153.0,8.6,34.92,1.33,17.15,15.0,1149.0,100.0
218410,202512,1082.0,13376.0,8.84,37.77,16.63,19.11,309.0,1858.0,400.0
003380,202312,331.0,28683.0,1.34,155.08,4.71,1.48,5675.0,120624.0,120.0
003380,202412,235.0,31545.0,0.9,170.6,6.24,1.42,7655.0,122730.0,120.0
003380,202512,2051.0,32613.0,7.29,170.94,6.71,3.89,8874.0,132149.0,120.0
195940,202312,1661.0,42487.0,3.99,53.53,7.95,5.69,659.0,8289.0,350.0
195940,202412,2174.0,44172.0,5.02,51.0,9.83,6.86,882.0,8971.0,350.0
195940,202512,2672.0,46890.0,5.87,57.85,10.43,7.12,1109.0,10632.0,410.0
204270,202312,307.0,6223.0,5.15,84.29,8.82,5.49,285.0,3234.0,
204270,202412,-577.0,5907.0,-9.65,89.75,-16.87,-12.22,-461.0,2732.0,
204270,202512,-1583.0,4333.0,-31.32,121.3,-42.01,-49.33,-780.0,1857.0,
043260,202312,331.0,2086.0,19.22,164.44,12.43,8.45,259.0,2081.0,
043260,202412,138.0,2334.0,6.54,156.03,3.04,3.9,63.0,2073.0,
043260,202512,1341.0,3536.0,46.27,128.77,3.26,39.31,76.0,2316.0,
347700,202312,-941.0,573.0,-121.47,112.06,-549.48,-682.07,-91.0,17.0,
347700,202412,491.0,735.0,68.4,135.21,17.77,10.08,152.0,854.0,
347700,202512,5.0,1484.0,0.43,49.85,9.46,0.18,91.0,956.0,
166090,202312,1731.0,20476.0,9.81,68.27,17.67,14.64,413.0,2336.0,200.0
166090,202412,1606.0,18165.0,8.43,62.21,17.25,12.62,434.0,2516.0,250.0
166090,202512,1940.0,24038.0,9.39,47.86,18.31,14.03,501.0,2735.0,300.0
437730,202312,369.0,1897.0,21.42,95.25,9.81,9.46,98.0,998.0,
437730,202412,275.0,3627.0,10.24,21.74,5.49,8.28,55.0,1004.0,50.0
437730,202512,328.0,4168.0,8.46,53.4,0.85,10.2,8.0,950.0,50.0
086450,202312,1043.0,12177.0,9.01,45.71,9.15,6.69,669.0,7310.0,180.0
086450,202412,1353.0,13489.0,10.66,40.38,9.9,7.67,804.0,8122.0,200.0
086450,202512,1460.0,14714.0,10.42,39.17,10.42,7.98,966.0,9269.0,200.0
356860,202312,117.0,5161.0,2.26,56.53,1.78,1.47,30.0,1713.0,92.0
356860,202412,169.0,5259.0,3.25,68.07,1.87,2.0,34.0,1800.0,92.0
356860,202512,889.0,5918.0,15.99,95.41,10.04,7.33,260.0,2585.0,207.0
232140,202312,165.0,3853.0,4.49,31.29,3.36,5.05,86.0,2552.0,
232140,202412,134.0,4054.0,3.48,37.93,5.02,6.12,106.0,2112.0,
232140,202512,235.0,4490.0,5.56,27.51,6.23,10.63,170.0,2726.0,
445680,202312,-701.0,3296.0,-20.76,9.29,-155.53,-147.94,-106.0,68.0,
445680,202412,-503.0,3016.0,-15.94,45.07,-291.61,-176.33,-134.0,46.0,
445680,202512,-1645.0,3084.0,-53.58,47.75,-239.04,-527.56,-123.0,52.0,
036540,202312,-79.0,2737.0,-2.86,29.72,-3.19,-3.37,-133.0,4167.0,
036540,202412,130.0,3030.0,4.51,25.22,-0.01,5.11,0.0,4005.0,
036540,202512,-116.0,2884.0,-3.93,16.21,-5.34,-5.21,-196.0,3674.0,
124500,202312,32.0,3038.0,1.06,173.33,1.08,-0.22,305.0,28151.0,
124500,202412,184.0,3358.0,5.79,193.17,1.18,0.73,586.0,49618.0,
124500,202512,2010.0,5404.0,45.89,212.5,3.16,2.23,2799.0,88708.0,
036830,202312,4342.0,59882.0,7.63,41.19,18.28,12.61,1210.0,6616.0,200.0
036830,202412,2796.0,63973.0,4.61,33.92,7.33,12.75,318.0,4337.0,220.0
036830,202512,23248.0,86410.0,32.06,36.52,1.59,89.03,89.0,5566.0,500.0
950260,202512,-604.0,462.0,-78.07,44.73,,,-324.0,,
293490,202312,-2774.0,17124.0,-14.85,113.53,10.39,-44.42,754.0,7258.0,
293490,202412,-1318.0,16316.0,-7.96,114.65,3.05,-20.42,191.0,6272.0,
293490,202512,-1186.0,13314.0,-7.93,123.44,-8.51,-30.77,-396.0,4650.0,
476830,202212,-2850.0,-5269.0,61.89,-156.61,,,-192.0,,
476830,202312,-1145.0,-6284.0,19.81,-127.04,-10808.69,-9469.93,-155.0,1.0,
476830,202512,-5644.0,2113.0,604.61,6.72,-184.31,-1310.76,-146.0,79.0,
101490,202312,1205.0,10499.0,12.58,16.29,16.66,17.2,250.0,1503.0,150.0
101490,202412,1421.0,11785.0,13.07,20.33,16.75,17.22,295.0,1760.0,150.0
101490,202512,2718.0,14549.0,21.24,29.18,20.67,23.84,504.0,2437.0,200.0
056190,202312,1113.0,31572.0,3.75,74.64,4.78,2.56,889.0,18604.0,280.0
056190,202412,-2022.0,29975.0,-7.49,62.88,-2.37,-1.57,-484.0,20454.0,270.0
056190,202512,1534.0,32160.0,6.11,49.77,5.26,3.19,859.0,16310.0,950.0
119850,202312,692.0,8114.0,9.7,52.34,6.62,7.03,110.0,1664.0,70.0
119850,202412,2340.0,10652.0,27.54,64.26,14.01,17.17,317.0,2263.0,100.0
119850,202512,2428.0,13535.0,21.15,67.41,18.8,15.24,494.0,2626.0,150.0
038500,202312,313.0,6575.0,4.86,115.37,10.28,4.1,847.0,8237.0,100.0
038500,202412,613.0,7043.0,9.04,96.38,13.14,8.36,1039.0,7908.0,110.0
038500,202512,378.0,7323.0,5.29,84.0,11.31,6.03,766.0,6769.0,121.0
100790,202312,457.0,6489.0,7.66,224.19,14.71,11.31,319.0,2170.0,
100790,202412,160.0,6625.0,2.46,201.43,6.71,3.66,157.0,2339.0,85.0
100790,202512,582.0,7122.0,8.47,190.79,14.64,12.9,351.0,2398.0,
458870,202312,-302.0,247.0,-75.94,111.47,-520.07,-526.1,-98.0,19.0,
458870,202412,-251.0,568.0,-60.13,31.24,-107.18,-109.53,-87.0,81.0,
458870,202512,425.0,1041.0,52.78,36.81,33.89,33.31,163.0,482.0,
014620,202312,1370.0,18097.0,8.02,9.03,17.6,15.38,448.0,2547.0,150.0
014620,202412,1438.0,19533.0,8.01,8.55,18.44,18.01,420.0,2277.0,200.0
014620,202512,1270.0,20691.0,6.45,7.42,17.08,14.02,420.0,2457.0,200.0
491000,202312,-2823.0,-5535.0,37.9,-151.56,-138.48,-330.23,-239.0,173.0,
491000,202412,-1209.0,1847.0,66.0,34.48,-97.72,-94.34,-265.0,271.0,
491000,202512,-1025.0,7328.0,-20.75,11.65,-44.23,-44.68,-226.0,512.0,
065350,202312,456.0,7621.0,6.75,125.1,3.58,2.41,299.0,8337.0,120.0
065350,202412,-36.0,7641.0,-0.48,143.96,3.0,0.84,265.0,8820.0,120.0
065350,202512,790.0,9059.0,9.51,161.32,2.93,2.56,277.0,9454.0,120.0
252990,202312,-26.0,2093.0,-1.23,87.89,-9.41,-4.24,-29.0,309.0,
252990,202412,59.0,2525.0,2.7,54.3,9.75,6.22,52.0,533.0,
252990,202512,258.0,2862.0,9.7,52.36,18.81,19.31,147.0,780.0,
083450,202312,1916.0,12313.0,16.97,20.03,15.24,13.23,425.0,2792.0,250.0
083450,202412,2437.0,14527.0,18.71,24.8,17.57,13.75,586.0,3334.0,300.0
083450,202512,2457.0,16838.0,16.15,26.8,17.04,13.13,592.0,3472.0,650.0
099320,202312,4784.0,19893.0,25.91,43.79,-3.47,33.06,-44.0,1254.0,150.0
099320,202412,722.0,21529.0,3.49,99.53,-1.79,3.65,-31.0,1713.0,190.0
099320,202512,1396.0,22735.0,6.31,73.42,4.92,6.81,102.0,2069.0,100.0
031330,202312,329.0,3850.0,8.92,78.08,2.5,1.54,535.0,21451.0,200.0
031330,202412,544.0,4414.0,13.46,93.46,2.33,1.88,674.0,28895.0,200.0
031330,202512,758.0,4983.0,16.55,183.14,3.03,2.02,1139.0,37566.0,230.0
041830,202312,2684.0,19096.0,15.83,9.86,22.51,21.46,383.0,1704.0,350.0
041830,202412,2422.0,21488.0,12.71,11.65,17.97,16.0,367.0,2045.0,400.0
041830,202512,2266.0,23830.0,10.37,12.91,15.71,12.82,368.0,2339.0,600.0
213420,202312,1442.0,14375.0,10.63,14.48,20.11,21.87,329.0,1637.0,
213420,202412,1843.0,16240.0,12.17,13.36,24.72,21.56,525.0,2123.0,
213420,202512,2142.0,18395.0,12.5,51.8,17.64,15.67,607.0,3443.0,
090710,202312,-58.0,889.0,-6.43,26.76,-2.25,0.82,-19.0,827.0,
090710,202412,-60.0,1135.0,-5.59,57.7,-3.71,-7.06,-49.0,1331.0,
090710,202512,-148.0,1068.0,-13.42,36.13,-10.29,-17.87,-173.0,1683.0,
388720,202312,-749.0,3903.0,-17.54,146.0,-21.86,-22.26,-64.0,295.0,
388720,202412,-880.0,8297.0,-13.94,23.55,1.12,-25.74,4.0,352.0,
388720,202512,-2138.0,7669.0,-26.71,20.64,-34.19,-66.83,-126.0,369.0,
281740,202312,367.0,1671.0,24.64,170.8,25.07,20.69,295.0,1178.0,
281740,202412,317.0,1982.0,17.38,167.44,15.98,15.15,222.0,1387.0,50.0
281740,202512,117.0,2049.0,5.8,161.94,9.4,5.53,133.0,1412.0,30.0
417200,202312,214.0,2668.0,8.7,31.09,9.91,8.93,136.0,1369.0,22.0
417200,202412,84.0,2728.0,3.11,22.2,4.36,4.0,62.0,1421.0,
417200,202512,6.0,2736.0,0.24,33.22,-0.09,-0.66,-1.0,1536.0,22.0
032190,202312,1660.0,30801.0,5.49,843.62,6.46,4.29,6679.0,103340.0,250.0
032190,202412,4290.0,35393.0,12.96,792.56,9.94,7.13,12059.0,121361.0,450.0
032190,202512,5713.0,42047.0,14.75,984.54,8.86,6.65,15999.0,180520.0,550.0
033100,202312,3510.0,7770.0,57.64,27.14,38.14,30.65,702.0,1839.0,500.0
033100,202412,4976.0,12246.0,49.72,22.91,37.24,30.42,978.0,2627.0,1000.0
033100,202512,3655.0,14901.0,26.93,11.52,29.92,26.21,670.0,2240.0,1100.0
251970,202312,2177.0,19205.0,12.03,23.79,12.4,10.24,353.0,2845.0,380.0
251970,202412,2637.0,21409.0,12.99,27.12,14.34,11.36,484.0,3375.0,420.0
251970,202512,2778.0,23753.0,12.3,28.14,15.19,10.77,565.0,3720.0,450.0
115180,202312,-1043.0,1558.0,-56.44,5.54,-257.02,-246.34,-232.0,90.0,
115180,202412,-765.0,1464.0,-51.31,10.22,-299.33,-272.3,-275.0,92.0,
115180,202512,-845.0,904.0,-71.44,58.18,-426.26,-447.71,-298.0,70.0,
090360,202312,71.0,9226.0,0.77,28.88,1.11,0.68,11.0,1027.0,
090360,202412,227.0,9435.0,2.44,22.4,0.17,2.49,1.0,891.0,
090360,202512,-533.0,8904.0,-5.82,25.72,-7.47,-6.87,-57.0,757.0,
085660,202312,-138.0,4591.0,-2.94,162.91,-1.0,-0.58,-96.0,9540.0,
085660,202412,-76.0,4484.0,-1.68,208.05,-5.71,-1.08,-597.0,10450.0,
085660,202512,-1533.0,3732.0,-37.19,214.81,-3.85,-11.57,-488.0,12683.0,
122870,202312,3285.0,25166.0,14.0,26.84,15.27,13.53,869.0,5692.0,300.0
122870,202412,991.0,26050.0,3.9,21.73,-5.63,5.49,-206.0,3649.0,250.0
122870,202512,1974.0,27689.0,7.41,28.88,13.08,9.85,713.0,5454.0,300.0
093320,202312,5059.0,34638.0,15.77,37.94,21.65,21.96,266.0,1227.0,600.0
093320,202412,3703.0,39126.0,10.13,46.45,17.09,13.2,237.0,1389.0,600.0
093320,202512,3504.0,42214.0,8.69,36.25,15.0,12.29,239.0,1592.0,600.0
225570,202312,172.0,4117.0,4.52,39.58,6.22,5.84,120.0,1933.0,
225570,202412,478.0,4888.0,10.93,55.8,15.13,12.28,387.0,2561.0,
225570,202512,-939.0,4052.0,-21.79,58.7,-33.59,-34.48,-602.0,1793.0,
456160,202312,-1901.0,-6796.0,30.72,-182.39,-1776.67,-1417.41,-131.0,7.0,
456160,202412,-14147.0,-19236.0,105.5,-121.2,-1399.8,-10827.32,-108.0,8.0,
456160,202512,-855.0,3553.0,39.5,16.13,-2884.22,-2857.07,-122.0,4.0,
171090,202312,-987.0,8205.0,-12.29,90.17,-6.5,-14.79,-41.0,624.0,
